ds,yhat,yhat_lower,yhat_upper
2016-06-09,652.0760360144162,-2124.26099738401,3452.006153076826
2016-06-11,1670.1741850411345,-1076.3142611519793,4323.898038226912
2016-06-12,1413.283566917519,-1393.151258370119,4321.1306508148855
2016-06-13,1284.7826546082617,-1467.7925221949151,3970.1514887774756
2016-06-14,1618.0574340690555,-1085.966691501215,4274.748549629855
2016-06-15,1131.6406031127447,-1688.559819191977,3863.1884160722607
2016-06-16,537.3933499424343,-2307.6797999419855,3428.576683937457
2016-06-18,1565.0141409612843,-1043.343916574554,4282.3108353589505
2016-06-19,1314.954806889642,-1481.6786446041745,4046.459020579654
2016-06-20,1194.2684783734476,-1371.4745348778126,4122.935008868039
2016-06-21,1536.0382256493713,-1217.6322243115378,4308.934427600668
2016-06-22,1058.5005402443103,-1783.96331084184,3636.4611731395757
2016-06-23,473.23559549600554,-2299.104233941455,3254.1147333769836
2016-06-25,1518.1268641175948,-1302.9092592576142,4184.0934022463625
2016-06-26,1275.9323616938545,-1372.049187309016,3892.1681324991296
2016-06-28,1510.4631952918369,-1201.260291083103,4148.7519422552205
2016-06-29,1038.3017387958532,-1607.1232111731892,3891.9317177610556
2016-07-02,1508.3963901931872,-1294.8686743999453,4212.293094217519
2016-07-03,1267.947609005794,-1647.4736284327416,4022.1596120436507
2016-07-04,1155.4148331988258,-1717.4280638222363,3988.1196006367263
2016-07-05,1503.891011347769,-1186.2553647909135,4134.113284861277
2016-07-06,1031.6793775033339,-1863.3561486696833,3661.4406621231915
2016-07-08,1069.4194779114791,-1644.7698302222964,3862.44846400166
2016-07-09,1500.364750322788,-1120.2255452014313,4184.9634203525475
2016-07-10,1259.5063889336168,-1345.3288476293699,3916.782540058722
2016-07-11,1146.8054162260407,-1379.5368282021402,3934.7538637986854
2016-07-12,1495.4538765716475,-1098.701404870724,4212.341140287607
2016-07-13,1023.8302571235884,-1870.7192480058288,3803.405806350534
2016-07-14,443.68023965238945,-2279.03962838378,3278.160193566479
2016-07-16,1497.1251419849625,-1298.3972773681598,4259.546153978867
2016-07-17,1258.7311391079195,-1459.7237051378038,4014.971346708381
2016-07-18,1148.88276868179,-1448.5303122231205,3978.2644560372923
2016-07-19,1500.6925786482245,-1208.1826916992416,4172.988013621527
2016-07-20,1032.4420648775927,-1825.6514706891485,3728.9494105629656
2016-07-23,1515.998905996115,-1348.2892600459854,4212.287457908944
2016-07-24,1280.683572601433,-1714.6024176580402,4043.678577890178
2016-07-25,1173.5617983768632,-1590.468471422008,3962.034598411412
2016-07-26,1527.6577538245047,-1253.0937205814164,4137.430947824749
2016-07-27,1061.1854651103222,-1646.1007736845836,3759.371451716392
2016-07-30,1546.7565382999644,-1171.5322022332075,4226.869717175477
2016-07-31,1311.0697069197113,-1367.2106282468355,4114.217411216586
2016-08-01,1203.1699156155332,-1431.7701403290641,4109.723514575425
2016-08-02,1556.2001715938002,-1251.2599686336002,4275.007991014286
2016-08-05,1135.5995012080684,-1638.13608687389,3874.768655032448
2016-08-06,1571.5503476333656,-1311.8173964234438,4283.77408983935
2016-08-07,1336.09776903943,-1506.633096330399,4072.783593413085
2016-08-08,1229.3646901137604,-1628.652368579108,3837.8888736850804
2016-08-09,1584.730753483882,-1196.399641174848,4177.679277164886
2016-08-10,1120.7874146579707,-1481.9754387890441,3783.9825761691245
2016-08-11,549.5172157948217,-2130.2461289951266,3247.692432427424
2016-08-13,1625.3699417849748,-1091.2522161091758,4351.755150446652
2016-08-15,1307.6235515713324,-1476.1432476374212,4212.79351668219
2016-08-16,1678.4447731662694,-995.6446295210222,4360.815835253415
2016-08-17,1232.0949485309368,-1547.3590246101994,4097.396361519992
2016-08-21,1601.9337854631488,-1181.2835160473385,4375.180829552687
2016-08-22,1534.5076476206423,-1025.8967744646216,4222.90705266124
2016-08-23,1932.17664448921,-645.1012319817751,4615.479025778545
2016-08-24,1513.1163836032345,-1296.9985948061492,4205.229623562601
2016-08-25,988.8033381595706,-1648.8189873383426,3826.5874942544965
2016-08-27,2162.356636952847,-512.1763443005118,4860.732485560896
2016-08-28,1987.400215764759,-680.4729794874781,4629.739931858392
2016-08-29,1942.606443312158,-721.5021126574,4640.860823041066
2016-08-31,1958.965043757729,-650.4252330082306,4989.642668525562
2016-09-01,1448.8756362105999,-1105.68913791338,4182.384377150025
2016-09-03,2639.587488192402,-108.5614295089863,5342.021697893129
2016-09-04,2466.9049576828256,-142.3793114371233,5218.947684907903
2016-09-05,2419.831378539787,-203.85341811505424,5203.80104093232
2016-09-06,2830.7616241499595,122.33321688898408,5579.2659313562
2016-09-07,2417.2918894251834,-321.49357379702883,5136.975995353191
2016-09-08,1890.4151807126968,-886.6764698852792,4637.364428688675
2016-09-10,3032.9862328594936,464.2308947197687,5841.581189267219
2016-09-11,2829.210088609323,87.37326949930547,5656.463615553303
2016-09-12,2746.651549654753,-44.57555259198841,5465.090394368546
2016-09-13,3118.0079388237564,279.71067548542374,5738.095830656279
2016-09-14,2661.2408580741558,67.92373782459461,5349.369483537427
2016-09-15,2087.7668017018855,-737.3815411774748,4652.8400970252105
2016-09-16,2706.5106062400246,16.635499009939622,5453.193109876251
2016-09-17,3129.192621004131,445.4818983264425,5866.301763880274
2016-09-18,2871.951315750416,318.57735724257793,5680.247578967211
2016-09-19,2734.778675372811,140.3775044444369,5602.1449791268205
2016-09-20,3050.988352377508,234.5396610616143,5766.800208014874
2016-09-21,2539.1742112156376,-185.02105774480245,5302.29971767471
2016-09-22,1911.3929293700544,-751.3010344603917,4655.642110490223
2016-09-24,2848.9763283945526,38.4849891942847,5485.93069273751
2016-09-25,2543.4485821970225,-272.26474992834466,5079.48956590984
2016-09-26,2361.2117837982296,-257.2658380872559,4871.283721545897
2016-09-27,2636.143109406422,-178.3158598756661,5175.858598033626
2016-09-28,2087.363218652061,-771.3235132907784,4884.021270432563
2016-10-01,2316.732723138385,-401.650834236461,5091.712283996431
2016-10-02,1995.8140927016825,-877.5507967821826,4655.162698354477
2016-10-03,1804.3798927336327,-944.7486145692646,4397.6786137492345
2016-10-04,2076.4993708067623,-679.112431662096,4737.206474756903
2016-10-05,1531.4152286589062,-1341.4218136261186,4173.55159033002
2016-10-08,1811.3796452170152,-777.0375885378694,4517.393574007579
2016-10-09,1520.0445900885231,-1397.9836223519278,4129.61463627895
2016-10-10,1364.1943717481429,-1420.323369212388,4061.8937837757426
2016-10-11,1677.5695027424229,-770.907442460978,4333.145384277316
2016-10-12,1179.010452491203,-1648.7682888947966,3917.2546782313657
2016-10-13,580.6340922744813,-2111.1362628670927,3076.9703892216603
2016-10-15,1624.7627107964436,-1256.4371366309497,4226.399500786407
2016-10-16,1395.536767449144,-1459.9295851596396,4166.414180434611
2016-10-17,1304.077123703031,-1390.8566905640712,4063.5465280916515
2016-10-18,1683.3699395394801,-1038.4296817859456,4403.81122822478
2016-10-19,1251.4665319554122,-1553.6107015336231,3979.7743493025882
2016-10-20,719.6692024916468,-1896.9551453784554,3383.4405355638096
2016-10-22,1893.4028790582815,-700.4907586079929,4818.316672500202
2016-10-23,1725.5425824822364,-1026.8440777360577,4568.504641616967
2016-10-24,1692.0749946708986,-1063.049659375732,4379.772276345055
2016-10-25,2125.2114896919174,-768.4301531890352,4866.022279830221
2016-10-26,1742.2732442200852,-911.1770548252158,4644.32405059946
2016-10-28,1968.0614980142313,-848.6381643946752,4711.472772422817
2016-10-29,2495.4618004160493,-85.41281674813638,5236.028700715187
2016-10-30,2351.0721957342726,-339.1635276888787,5015.246123516465
2016-10-31,2333.6355869230792,-415.37765002860925,5142.559518711319
2016-11-01,2775.142538748602,-9.464496548395854,5538.352659454018
2016-11-02,2392.8094335685396,-175.71101081735316,5257.202952721116
2016-11-03,1897.281569519516,-720.0097302970028,4763.392413264606
2016-11-05,3101.999895387872,483.45904175664975,5771.872126704813
2016-11-06,2928.5501518016817,94.57351723907473,5631.012344218925
2016-11-07,2875.597346015038,309.0329050669162,5629.076445693894
2016-11-08,3275.7475780618197,651.5215273743476,6057.4645362912515
2016-11-09,2846.9351680925533,322.34921305508556,5547.2498186463645
2016-11-10,2300.6143572894325,-311.44200767930545,4972.8024612379295
2016-11-11,2945.812157995637,300.0727027955506,5643.733752414923
2016-11-12,3394.4131152769523,605.5317375156544,6243.27673595224
2016-11-13,3162.7776158364168,570.8447521383645,6044.4342485535035
2016-11-14,3051.171061047223,329.3614792330268,5976.741629922703
2016-11-15,3393.2238945191334,692.7260736806107,6074.072025584835
2016-11-16,2907.8801944034885,247.82479979391522,5544.213798566686
2016-11-17,2307.568630416098,-313.2440091737484,5024.208670237878
2016-11-19,3304.6060628811747,498.71925554984614,6044.573361290471
2016-11-20,3031.791318581021,194.81198855911796,5747.635411441381
2016-11-21,2884.819576190769,26.413279320737477,5641.595957367883
2016-11-22,3197.7051500348925,452.4620571912709,6143.665643914833
2016-11-23,2689.763580482826,-130.79670554552516,5321.421831102412
2016-11-24,2073.6462364003382,-473.86698483033246,4984.095608322094
2016-11-25,2659.366047880836,3.83356093710847,5415.256184305859
2016-11-26,3059.559210637682,405.08175119395605,5758.677251552578
2016-11-27,2791.0851376339265,89.30770636655582,5712.8886953095935
2016-11-28,2654.442524457393,-217.0053793928794,5365.461979925432
2016-11-29,2983.2219617700803,175.48814190936946,5744.51972104845
2016-11-30,2496.0531264482042,-40.12836091125083,5349.340739251828
2016-12-01,1904.7805390888175,-791.8963976925718,4708.5785741166255
2016-12-03,2948.875349514386,273.8948456991387,5751.807567221874
2016-12-04,2711.6918519292612,29.14999793983923,5139.302552189929
2016-12-05,2606.3661684950625,-341.1699724113254,5310.629787718516
2016-12-06,2965.3902139699458,87.14775821134099,5656.392900799082
2016-12-07,2506.3118873537483,-169.9630107067952,5598.713303732135
2016-12-08,1939.9375195521843,-622.5145967525114,4607.796006796151
2016-12-09,2574.4013682511168,18.54207834166325,5277.405008964557
2016-12-10,3020.4726424472815,457.46994656506257,5837.286312017068
2016-12-11,2793.2012792344512,99.17439750751821,5679.585228447203
2016-12-12,2691.379249152891,56.117082688565944,5491.411625310011
2016-12-13,3047.0367219827544,330.59760351529366,5787.338851957781
2016-12-14,2577.4300394400284,-183.05453453794482,5095.103183193803
2016-12-15,1993.254440949868,-733.8402343960481,4689.5580076643055
2016-12-16,2602.7196151026324,139.17656948374332,5273.816311771793
2016-12-17,3016.8583307461804,133.89252910318388,5487.045993422138
2016-12-18,2751.1692478223204,-40.53774713529813,5585.245638834803
2016-12-19,2605.0706729154945,48.871268587866325,5456.279830492877
2016-12-20,2911.384693843689,237.56945224180453,5520.169038342428
2016-12-21,2388.308855614823,-432.37224482272933,5055.2191984629035
2016-12-22,1747.6086498883417,-944.4749282385678,4645.599932143933
2016-12-23,2298.669320563695,-486.3698263961567,4968.170016966868
2016-12-24,2653.77776448691,-75.76572255534457,5198.66773358962
2016-12-25,2329.7362359327467,-464.1466042292184,5226.999423964132
2016-12-26,2127.2852979736067,-751.4658400329597,5021.767334867438
2016-12-27,2380.556186933125,-573.3423081862222,4989.587823123213
2016-12-28,1809.0105201248305,-773.0671456206928,4542.418764217563
2016-12-30,1640.7952303262416,-1083.6853712435814,4576.83782747895
2016-12-31,1967.8256939967214,-684.6585867066951,4619.8749759110715
2017-01-02,1411.5126470956347,-1337.7022026374407,4196.377186905567
2017-01-03,1664.15725967447,-1023.2476541412519,4392.181970331084
2017-01-04,1101.7733313673466,-1861.327287801377,3958.7870930190993
2017-01-05,437.29190189740916,-2389.4291971821644,2972.0803751881504
2017-01-07,1345.4750286594208,-1159.388350062628,4337.489312645414
2017-01-08,1047.826092311322,-1616.8428613667916,3690.6001248488806
2017-01-09,888.4640643005965,-1736.9412373819152,3701.055297578667
2017-01-10,1200.877053388339,-1498.0411369702704,3997.403923838235
2017-01-11,703.5155940163223,-1963.357306726,3361.9989643293816
2017-01-14,1159.9644008974915,-1643.8596091362501,3918.809983606745
2017-01-15,934.145784761189,-1819.1586261228028,3598.7149472797205
2017-01-16,844.5220347353805,-1896.684528758892,3557.271465421124
2017-01-17,1223.0914817939097,-1511.9215711379638,3833.0425267466035
2017-01-21,1384.5836177247402,-1264.9978329928936,4128.281528803031
2017-01-22,1188.4999597718092,-1626.1128967483137,3954.072014377483
2017-01-23,1118.8045907667351,-1503.914111400964,3942.6513418629575
2017-01-24,1507.153991762899,-1193.8694523027252,4311.579506998593
2017-01-25,1070.485561888248,-1517.2518115869045,4167.766335262451
2017-01-28,1607.9422058004502,-1274.1025832516661,4267.458116403169
2017-01-30,1259.7299361913438,-1588.65665611635,3861.3304779617674
2017-01-31,1597.3011352109556,-969.1167890201486,4332.701849287091
2017-02-01,1105.269038178661,-1762.144705182012,3843.6263958209593
2017-02-02,495.5678701657598,-2052.931852716061,3272.2664302355106
2017-02-03,1077.793444964303,-1744.719395296735,4091.9486578658707
2017-02-04,1464.476365407744,-1187.4484898231838,3991.4062257275527
2017-02-05,1172.686304320861,-1454.4237375769685,4062.5688542243756
2017-02-06,1003.4450929151146,-1631.965167545206,3716.2877988461187
2017-02-07,1291.1690747709426,-1419.8825187281516,3950.6164172778404
2017-02-08,755.5989469788333,-1829.0125236634435,3283.711970693175
2017-02-09,109.9514280028884,-2602.3276071369023,2660.1671673075894
2017-02-11,1033.9826212039166,-1931.7471824496133,3711.8025248780605
2017-02-12,734.8606937571053,-2069.5242881581316,3427.9754010867778
2017-02-13,569.0381401861016,-1935.6346687855228,3355.0041027775505
2017-02-14,871.1308790522243,-1787.9753387048113,3640.017437778633
2017-02-15,360.8235463063204,-2626.444157285748,3146.9016811825045
2017-02-16,-248.97818535874853,-2891.897642457385,2505.2227954746895
2017-02-19,540.212851976057,-2227.076940215084,3271.0609488434498
2017-02-20,444.71382607466217,-2283.2779151257387,3135.864387344691
2017-02-21,822.7662018270298,-2030.5134944929014,3591.756533747771
2017-02-22,392.54668756946035,-2191.82856478777,3264.4056009526353
2017-02-23,-134.59306048984558,-2846.992111775886,2470.371853440595
2017-02-25,1056.5828724916228,-1576.3294577415445,3810.7099002092077
2017-02-27,881.3977199917549,-2003.6277964216463,3539.394349505089
2017-02-28,1329.7377185672174,-1482.3999999882735,4062.939412092816
2017-03-01,962.6946481535389,-1792.8357108830717,3743.7178762589688
2017-03-03,1219.9672353237477,-1455.1860210863185,3865.7380622185797
2017-03-04,1761.7577239446439,-944.7580508816075,4481.187169853161
2017-03-05,1630.091762842823,-920.5660767132573,4225.173942183856
2017-03-06,1623.191604767359,-1023.5679981968897,4525.450997092664
2017-03-07,2072.5893690473877,-719.9415155392711,4736.151550493296
2017-03-08,1695.118748349862,-1079.3234750197394,4694.974853220176
2017-03-09,1201.1288401242557,-1577.1159504248753,3867.109411025528
2017-03-10,1898.558227210003,-447.6586422152532,4456.4321892212
2017-03-11,2398.239696818551,-589.3225034241997,5018.879928083178
2017-03-12,2215.5369117949886,-391.44341149059244,4964.708204121918
2017-03-13,2149.7900840108096,-523.344508139271,4980.09551447772
2017-03-14,2533.790430940144,17.007732957581503,5157.789586830891
2017-03-15,2085.7409744629326,-530.0524272633436,4868.265121339877
2017-03-17,2138.3078518172997,-544.836582276868,4744.7958757675
2017-03-18,2560.683159057205,-183.5684087951469,5387.67803540737
2017-03-19,2301.399240736745,-361.13923554999576,5229.187631481665
2017-03-20,2161.2099858220363,-628.0078015551711,4960.738896504756
2017-03-21,2474.2309222163317,-270.1186092349142,5007.820816788548
2017-03-22,1959.872036790523,-702.0064194371326,4664.357062001633
2017-03-24,1897.9278446779592,-854.5031427303172,4447.903017444982
2017-03-25,2273.7281271824686,-437.9493220540286,4877.14927693547
2017-03-26,1975.764795517826,-749.3442351203073,4806.139964769584
2017-03-27,1805.1290850261516,-937.3885965790524,4514.790566736857
2017-03-28,2096.075713416303,-612.5354812171701,4895.915637121924
2017-03-29,1567.9590369379987,-1118.6281956812209,4314.569781066821
2017-03-30,933.3973986694957,-1928.805966872794,3596.398875496117
2017-03-31,1502.3048611023496,-1223.3560383838399,4496.278163088912
2017-04-01,1887.1615833760309,-810.0528942043512,4498.225063947908
2017-04-02,1604.6248127047081,-903.5952101370557,4389.920922600485
2017-04-03,1454.957967086332,-1453.7944187288126,4160.92799651968
2017-04-04,1771.4977819938024,-980.6282716027205,4576.509591307391
2017-04-05,1272.6170355309548,-1541.7161113307175,4107.053687111313
2017-04-06,669.9162825872859,-2016.9792288437643,3351.4291895064316
2017-04-07,1272.2830619605102,-1542.6736859471746,4078.377794787505
2017-04-08,1691.2282180013678,-1048.642891165144,4459.406843301205
2017-04-09,1442.4051412698188,-1428.9088228379844,4303.6670656595425
2017-04-10,1325.1797340704434,-1358.8996284258658,3972.8018518389154
2017-04-12,1200.774550592648,-1641.8595827510132,3936.6113301493183
2017-04-13,622.2836003974392,-1973.8272689288272,3323.737338577058
2017-04-14,1245.0445514181947,-1446.633376591698,3882.9471493379965
2017-04-15,1680.2185787147992,-1001.4724225545419,4206.026453691818
2017-04-16,1443.329778895759,-1288.3250205568488,4064.3901580098677
2017-04-17,1333.7169583220502,-1426.0664359404457,4085.041707707762
2017-04-18,1684.0171329668174,-929.9361756356685,4243.92840048345
2017-04-19,1212.1379918308594,-1264.5677611790425,3831.03754288567
2017-04-21,1244.855426936826,-1406.2491829614512,3879.4582245618703
2017-04-22,1670.0489583634699,-1127.7671707215675,4413.315127212062
2017-04-23,1421.1652202724745,-1342.1733301191832,4249.9214081159025
2017-04-24,1298.1970410875733,-1486.873128610073,4048.3882122291157
2017-04-25,1634.4607336951399,-1099.5520298539304,4187.757285644577
2017-04-26,1148.5475238524136,-1535.383383262622,3696.6005937099776
2017-04-28,1155.836858304483,-1380.3070201005576,3825.09791528664
2017-04-30,1314.1607744307453,-1497.9778139938583,3878.1417989413826
2017-05-01,1186.2008785644216,-1493.1155633641347,3924.0208189327045
2017-05-02,1520.6100967648367,-1255.7466474671605,4138.566673882062
2017-05-03,1036.2055296570156,-1619.5128681219026,3785.123210056969
2017-05-05,1056.9649697834698,-1642.221482690176,3878.0711720710665
2017-05-06,1483.844114385255,-1096.0872557793457,4279.75601560999
2017-05-07,1242.219644560413,-1614.436047760406,4006.628099099
2017-05-08,1132.2090007594497,-1701.559534457287,3835.5929798289503
2017-05-09,1487.0721024737813,-1189.7931805966987,4357.974419306852
2017-05-10,1025.1669051359663,-1642.2236779243767,3794.4510196971223
2017-05-11,458.1326802310746,-2120.3760205529366,3154.856148988131
2017-05-12,1094.9397754304623,-1495.6710999448405,3855.710916382442
2017-05-14,1330.6761837513327,-1453.9997716562548,4090.25005392328
2017-05-15,1244.957215651453,-1460.866438401818,3941.7997548791354
2017-05-16,1622.7030121565663,-1176.3503153916358,4277.249990328179
2017-05-17,1181.7319768924049,-1462.3107626181425,3979.1278276714693
2017-05-18,633.1950890600729,-2212.9856312288125,3372.441541307739
2017-05-19,1285.6380639707852,-1449.520438951727,4015.999059576733
2017-05-20,1750.2988370635805,-860.2587021006001,4559.369904885253
2017-05-21,1542.741726207289,-1123.260772195196,4240.2130094418735
2017-05-22,1462.3052508000321,-1364.370984906551,4219.9187838202
2017-05-23,1841.5832093902097,-1000.6985818147189,4726.680362325875
2017-05-24,1398.3962944493715,-1360.4013508272717,4168.500796881059
2017-05-25,843.9875793540173,-1899.0262767469164,3642.405631342047
2017-05-26,1487.0803828167732,-1054.1026367572929,4114.942775909962
2017-05-27,1939.1692363508237,-796.547202751385,4641.678489121088
2017-05-28,1716.1455468002825,-993.7398270399613,4684.505099026835
2017-05-29,1617.7352210685424,-1024.8808633125268,4317.714966886711
2017-05-30,1976.9681840760882,-797.3786549586786,4448.119959716028
2017-05-31,1512.137428610543,-1147.299416433526,4345.423728519423
2017-06-02,1554.7279831835015,-1215.997563489249,4079.240933966977
2017-06-04,1737.292606156493,-1069.6850358085212,4692.926264552903
2017-06-05,1616.6686517764742,-1128.0239141016748,4381.43815620631
2017-06-06,1954.948169738427,-802.6062922641022,4725.980357089269
2017-06-07,1470.79272319189,-1280.118828681154,4450.952391473715
2017-06-09,1480.8081128401327,-1175.6349458401153,4072.037228185519
2017-06-10,1896.638021235689,-753.4285452906537,4879.912567522975
2017-06-11,1640.235884764049,-1020.7156055350539,4476.640411657791
2017-06-12,1511.8331496590386,-1159.5641713459893,4314.52798103352
2017-06-13,1844.8604213143296,-927.8986212844793,4599.611760873293
2017-06-14,1357.9009477554523,-1261.2480851919456,4156.735585970137
2017-06-15,762.8706128617201,-2252.3203867216284,3359.6705896837125
2017-06-16,1369.0632851430064,-1380.119029362617,4096.693570817914
2017-06-17,1788.4324887456185,-900.8644635454658,4562.2028906131445
2017-06-18,1537.211132112719,-1053.0175159664002,4373.629274753771
2017-06-19,1415.3466022004457,-1240.897221615393,3919.1213708344885
2017-06-20,1755.9710964145597,-902.7055217630193,4475.539083486436
2017-06-21,1277.3646769423617,-1414.0039975019924,3868.073732733444
2017-06-23,1306.3189283322645,-1358.7350144543823,4075.0052057401363
2017-06-24,1734.5768475888028,-842.8236229708366,4503.769875226529
2017-06-25,1491.9143795012922,-1468.1541813764254,4143.528985447372
2017-06-26,1378.075458652113,-1409.0578805424034,4226.2323996993355
2017-06-27,1726.026417401963,-953.0072131627219,4597.389218070897
2017-06-28,1253.9218473010649,-1518.4220678688575,3894.5303042703144
2017-06-29,673.2951928437844,-2010.738219768211,3613.3028489328717
2017-06-30,1293.1126649046782,-1216.6138352024989,3977.2251285692478
2017-07-01,1725.0612545861602,-916.8056113164861,4431.471661426089
2017-07-02,1485.172473536487,-1257.5729563048226,4265.598845571439
2017-07-03,1373.2590970647948,-1378.6195903619835,4192.260801174518
2017-07-04,1722.384827625679,-1199.4929032402642,4585.217763995058
2017-07-07,1289.7696215459378,-1385.7585024811858,4108.722882960433
2017-07-08,1721.2631605839258,-1159.7795800790589,4639.5260537223685
2017-07-09,1480.870431103809,-1260.6554328405805,4245.565152158226
2017-07-10,1368.542571935777,-1367.5903343329107,4086.0264335265024
2017-07-12,1246.023363973088,-1319.0803271058667,4038.561073096128
2017-07-14,1286.4553449477394,-1452.9696351282762,3951.594868466555
2017-07-15,1719.3655883813046,-918.9325894406948,4555.540172195491
2017-07-16,1480.8732437324984,-1277.624923029381,4135.757544883563
2017-07-17,1370.9027081578035,-1360.6549209578318,4164.1266793943405
2017-07-18,1722.5894478040113,-1056.9952120246026,4561.923816958194
2017-07-19,1254.2383647130607,-1426.8605006832022,4074.3495697379526
2017-07-20,677.5082075354535,-2144.0669297852965,3279.7914085659686
2017-07-21,1301.460820954909,-1584.4022398494512,4080.095394168819
2017-07-22,1737.8461627576385,-834.936194769468,4458.62290236586
2017-07-23,1502.7247991541958,-1217.1440914487325,4291.7926012608705
2017-07-24,1395.905173781681,-1298.4039110974363,4114.447771966924
2017-07-25,1750.4155214793784,-1142.600848381046,4314.356890253046
2017-07-28,1334.9687223879284,-1439.956982437358,4046.610370241056
2017-07-29,1772.1595287211387,-717.3499222361961,4559.368638548963
2017-07-30,1537.29152341906,-1341.9380190249246,4191.523129687321
2017-07-31,1430.2167533357879,-1339.4946237882536,3945.105015277981
2017-08-01,1784.0408387334423,-1003.8981608340662,4615.892441899877
2017-08-02,1317.086574349706,-1402.8658181691246,4039.8370593068958
2017-08-03,741.0819524517692,-2065.6589564199476,3483.6064223095186
2017-08-04,1365.211233362335,-1368.2087735036462,4082.6046570695903
2017-08-05,1801.3998798862383,-1094.5968290521073,4644.725661164037
2017-08-06,1565.9350141555228,-1281.5699665225288,4222.548125852347
2017-08-07,1458.8987025558233,-1390.230039814149,4416.880733300196
2017-08-08,1813.6340121379692,-820.0167650773941,4530.807416638133
2017-08-09,1348.7014648156942,-1404.463088348266,4044.743574213183
2017-08-11,1405.1082594393786,-1288.0463855378625,4356.519600409032
2017-08-12,1847.9663075963238,-932.7010980812252,4325.843686034678
2017-08-13,1621.0845373248617,-1182.6978603399136,4236.894326613205
2017-08-14,1524.6724074722329,-1232.8316015297455,4121.597863160386
2017-08-15,1892.1580785362926,-930.1526444402595,4724.906638727028
2017-08-16,1442.1397793365911,-1099.4928729928852,4222.504303030361
2017-08-17,886.562308043556,-1721.9271707341313,3796.869870589038
2017-08-18,1534.7576359742202,-1311.4871715962925,4457.361956319993
2017-08-19,1998.7207477806626,-845.1536383103504,4650.2883520686755
2017-08-20,1794.7226591046488,-859.8936669841992,4690.876988483821
2017-08-21,1722.8061330163691,-935.4216014795352,4694.117055572331
2017-08-22,2116.044350234818,-594.2603543292201,5071.670461128048
2017-08-23,1692.7000536700477,-1060.1384315115624,4505.739020861803
2017-08-26,2330.864393435273,-393.44963216951,4776.7695317805155
2017-08-27,2153.102613699689,-527.2888878147871,4985.2051615756845
2017-08-28,2106.085944250982,-718.9294098286006,4954.536649852555
2017-08-29,2522.470343669197,-367.3614644458443,5353.695794347713
2017-08-30,2120.0386601977443,-601.275661938654,4769.42843188587
2017-08-31,1609.8916404751412,-983.1015952193831,4341.595870444385
2017-09-01,2300.5039983407833,-238.93719083560808,5025.358707050055
2017-09-02,2803.016338590343,70.35145691883915,5654.34615396171
2017-09-03,2632.8645259992927,57.16188096172505,5373.353387001443
2017-09-04,2589.223691775004,6.120298085083349,5169.735858433159
2017-09-05,3004.4866642934776,189.72515087876627,5805.518303866609
2017-09-06,2596.2342542017827,-95.88191182479977,5296.4021572208185
2017-09-08,2750.483836985601,87.27939857962092,5477.197478166758
2017-09-09,3232.5377842418757,549.3990703452411,6140.221624315311
2017-09-10,3037.1046494064276,272.8917848663325,5964.563255101051
2017-09-11,2963.507528064659,281.5693397638684,5659.3325710647205
2017-09-12,3344.3575761885204,648.0832712303713,6364.395540228396
2017-09-13,2897.5216596455916,167.93827487010248,5447.583817677996
2017-09-14,2334.3142478610594,-385.49748934137403,5206.188637939295
2017-09-15,2963.55222578335,324.05777121230324,5525.607287039222
2017-09-16,3396.843484318595,592.7247927475852,5915.122873312196
2017-09-17,3150.2109828999796,320.7705345817524,5967.950444154439
2017-09-18,3023.5296126386093,311.244314344725,5643.769360132555
2017-09-19,3349.995811258229,449.7463584444108,5933.270357271996
2017-09-20,2848.087546315869,258.1509788330053,5618.061444766102
2017-09-22,2804.433960874527,-31.649329788608096,5595.415282148058
2017-09-23,3184.3932472425204,478.46731066211385,5879.2310558765075
2017-09-24,2886.2840259323752,222.20477473111916,5821.009150869821
2017-09-25,2710.6023689370013,-3.471766156960376,5319.421599783711
2017-09-26,2991.1447172775224,292.7858415225229,5689.566501295635
2017-09-27,2446.9607173402455,-175.24758526838323,5269.229000594508
2017-09-28,1790.5304480232069,-901.8764527406104,4603.257484724844
2017-09-29,2331.8048722244807,-385.94503397520964,5067.277037486043
2017-09-30,2683.48051522526,-178.44054866567882,5419.765351197921
2017-10-01,2362.610189310207,-211.62139487263997,5084.041184671416
2017-10-02,2170.027202989801,-650.2195726650002,4744.471332488317
2017-10-03,2439.803101731088,-257.79762323569406,5158.197689095688
2017-10-04,1891.239717533546,-816.4297218432025,4697.062314483238
2017-10-06,1786.8443147692633,-968.2494287137451,4414.406481579629
2017-10-07,2153.7212992189893,-681.0389251748588,4911.3418602036245
2017-10-08,1854.5157952244965,-642.4785105542918,4763.991066592319
2017-10-09,1689.9029753382822,-1236.3409360445908,4405.910706223323
2017-10-10,1993.7199199614613,-709.95335650309,4601.3543430496275
2017-10-11,1484.9153338970266,-1171.0827061668485,4266.6447208471745
2017-10-13,1475.712136245262,-1059.1010059404102,4191.092038466918
2017-10-14,1897.0429428981151,-565.0306804106186,4539.383651415062
2017-10-15,1656.1005413790622,-1155.9264499832261,4268.283658884073
2017-10-16,1552.913497105258,-1099.719580240297,4160.153401418094
2017-10-17,1920.6198186309707,-868.3544329947699,4624.8398928420465
2017-10-18,1477.4239169514663,-1155.4728760896783,4217.941187907292
2017-10-20,1601.4429764797858,-901.0481868714642,4462.658561456368
